Event ID,Timestamp,User ID,Device ID,Session ID,Source IP,Destination IP,Source Port,Destination Port,Protocol,Country,City,Login Method,Access Type,Login Attempts,Login Success,Session Duration,Actions Count,Privilege Level,Operating System,Application,Device Type,Threat Type,Threat Severity,Anomaly Score,Malware Detected,Intrusion Flag,Response Action,Incident Status,Data Exfiltration (MB)
4450,2024-10-25 04:36:49,user_480,device_144,session_3967,222.164.187.189,223.222.69.216,15021,21,ICMP,China,Berlin,OAuth,VPN,6,0,4378,136,User,iOS,Chrome,Desktop,None,Low,0.11420042850432321,0,0,Allowed,Resolved,0.0
4451,2024-06-11 19:00:01,user_336,device_196,session_5385,9.219.76.162,151.227.232.9,29674,3389,UDP,China,Lagos,MFA,Local,2,1,5946,173,User,macOS,Chrome,Server,None,Low,0.5870377083412539,0,0,Allowed,Resolved,0.0
4452,2024-10-11 01:03:42,user_185,device_924,session_8912,129.151.136.244,189.72.234.1,26378,22,ICMP,China,Delhi,Password,VPN,2,1,5350,164,User,iOS,Safari,Desktop,None,Low,0.5982423371424642,0,0,Allowed,Resolved,0.0
4453,2024-04-11 20:57:43,user_140,device_820,session_4066,100.213.132.139,184.234.229.233,54790,21,ICMP,Brazil,New York,Password,VPN,4,1,6057,161,User,macOS,Firefox,Mobile,Malware,High,0.9943383286617195,1,0,Quarantined,Open,113.80450500409357
4454,2024-11-03 09:14:53,user_81,device_591,session_1831,233.108.94.62,177.59.51.199,25839,22,ICMP,India,Delhi,MFA,Remote,3,1,5591,124,User,Android,Chrome,Mobile,None,Low,0.4821418146557931,0,0,Allowed,Resolved,0.0
4455,2024-04-17 19:44:55,user_5,device_393,session_6247,82.224.223.124,34.168.219.101,4452,21,UDP,UK,Delhi,Password,Remote,8,0,3390,198,Admin,iOS,Chrome,Mobile,Brute Force,Medium,0.4935107631468685,0,1,Blocked,Resolved,0.0
4456,2024-08-03 18:26:07,user_186,device_255,session_363,153.108.72.109,186.160.175.249,40010,443,ICMP,China,Berlin,Password,Remote,2,1,2476,61,User,macOS,Safari,Desktop,None,Low,0.2717834430529986,0,0,Allowed,Resolved,0.0
4457,2024-09-21 19:11:40,user_1,device_489,session_5525,16.177.157.216,83.91.240.175,64640,22,UDP,India,London,Password,Remote,2,1,193,181,User,iOS,Firefox,Desktop,None,Low,0.19116734499118615,0,0,Allowed,Resolved,0.0
4458,2024-01-10 14:56:57,user_305,device_107,session_1719,43.75.51.150,43.8.126.3,50856,3389,UDP,USA,Lagos,Password,Local,6,0,1168,136,Admin,iOS,Safari,Desktop,None,Low,0.5294709483290578,0,0,Allowed,Resolved,0.0
4459,2024-09-04 02:38:06,user_361,device_775,session_213,110.154.65.179,90.154.126.92,36360,443,ICMP,Brazil,Berlin,Password,Remote,7,0,1762,61,User,Android,Chrome,Mobile,None,Low,0.6593651952509723,0,0,Allowed,Resolved,0.0
4460,2024-11-09 00:58:02,user_386,device_9,session_5323,54.133.203.3,90.142.9.248,56018,80,TCP,USA,Sao Paulo,MFA,Local,7,1,5952,189,User,Linux,Chrome,Desktop,None,Low,0.6015094399367352,0,0,Allowed,Resolved,0.0
4461,2024-04-18 15:21:43,user_217,device_69,session_1354,23.129.13.101,154.83.90.188,51055,443,ICMP,USA,Abuja,Password,VPN,9,0,2313,35,User,iOS,Safari,Desktop,Brute Force,Medium,0.7715172275823676,0,1,Blocked,Resolved,0.0
4462,2024-08-20 16:38:31,user_80,device_278,session_9801,123.246.199.232,125.209.30.75,38826,3389,ICMP,UK,New York,Password,Remote,4,1,6771,114,Admin,Linux,Chrome,Server,Brute Force,Medium,0.8275616668731931,0,1,Blocked,Open,0.0
4463,2024-08-17 06:59:36,user_12,device_52,session_6495,75.231.224.75,71.120.66.65,47704,80,UDP,Germany,Delhi,MFA,VPN,3,1,2928,117,User,iOS,Chrome,Server,None,Low,0.24849444659759645,0,0,Allowed,Resolved,0.0
4464,2024-10-05 02:54:13,user_477,device_535,session_5039,117.191.86.166,137.213.100.178,60092,21,UDP,USA,Berlin,Password,Local,6,0,522,194,User,macOS,Safari,Desktop,Malware,High,0.8332484751531889,1,0,Quarantined,Resolved,25.77134484431498
4465,2024-11-26 22:08:40,user_419,device_850,session_4822,205.144.47.115,93.21.234.137,39900,21,UDP,USA,Beijing,Password,Local,9,0,6524,127,User,Linux,Safari,Mobile,Malware,High,0.38498669278009734,1,0,Quarantined,Resolved,191.208329848776
4466,2024-08-25 20:06:05,user_344,device_42,session_6236,24.77.230.138,26.126.119.130,8416,21,ICMP,China,Berlin,OAuth,VPN,1,1,510,79,Admin,Linux,Chrome,Server,Brute Force,Medium,0.9206379183149407,0,1,Blocked,Resolved,0.0
4467,2024-10-05 20:15:34,user_270,device_706,session_9905,198.83.155.198,2.250.77.247,44078,21,UDP,Brazil,London,MFA,VPN,9,0,4576,111,Root,Windows,Edge,Desktop,DDoS,High,0.829606412454548,0,1,Blocked,Investigating,0.0
4468,2024-08-30 08:32:32,user_289,device_941,session_3588,82.26.25.227,246.103.210.161,21393,3389,TCP,Canada,Abuja,MFA,VPN,8,0,2710,167,User,Android,Safari,Mobile,DDoS,High,0.22352361193949377,0,1,Blocked,Open,0.0
4469,2024-01-28 07:19:27,user_156,device_555,session_9613,174.173.81.30,176.104.145.224,26411,21,ICMP,Nigeria,New York,MFA,Remote,1,1,3888,109,User,Android,Safari,Desktop,None,Low,0.08559488700033202,0,0,Allowed,Resolved,0.0
4470,2024-11-25 17:19:55,user_205,device_245,session_6644,53.181.11.140,215.58.118.47,58972,80,UDP,Canada,New York,MFA,Local,3,1,3320,183,User,Linux,Chrome,Mobile,None,Low,0.2455098727320446,0,0,Allowed,Resolved,0.0
4471,2024-07-22 20:16:13,user_267,device_823,session_6034,26.47.243.217,168.171.193.3,15634,22,ICMP,USA,Berlin,OAuth,Remote,3,1,2889,179,User,Windows,Firefox,Mobile,None,Low,0.04738201655941876,0,0,Allowed,Resolved,0.0
4472,2024-08-07 21:36:08,user_134,device_128,session_9940,209.130.2.10,61.1.34.239,13044,21,ICMP,Germany,London,Password,VPN,6,1,2812,18,User,Windows,Edge,Mobile,None,Low,0.10663196634986438,0,0,Allowed,Resolved,0.0
4473,2024-02-03 23:53:52,user_397,device_408,session_9023,140.146.151.150,25.44.25.100,10132,3389,TCP,China,London,OAuth,Remote,2,1,209,151,User,iOS,Safari,Desktop,None,Low,0.46158014270151804,0,0,Allowed,Resolved,0.0
4474,2024-07-30 05:08:12,user_287,device_89,session_4121,210.96.122.186,61.72.239.14,57711,21,ICMP,Brazil,Delhi,Password,Remote,1,1,3838,184,User,iOS,Edge,Mobile,Phishing,Medium,0.8440655198062046,0,0,Blocked,Resolved,0.0
4475,2024-05-23 16:34:45,user_349,device_771,session_6109,233.205.216.128,130.131.143.216,41521,443,TCP,UK,Berlin,OAuth,VPN,8,1,1181,151,User,iOS,Chrome,Server,Insider,Critical,0.009058549919154335,0,1,Investigating,Resolved,255.15320582740938
4476,2024-12-19 06:03:13,user_292,device_20,session_6669,44.45.47.21,111.151.46.3,48853,3389,UDP,Canada,London,Password,Local,4,1,3251,125,User,iOS,Edge,Mobile,None,Low,0.35217673675468564,0,0,Allowed,Resolved,0.0
4477,2024-10-18 22:30:31,user_317,device_779,session_6843,232.16.201.105,196.203.10.251,21050,3389,TCP,Nigeria,Berlin,Password,Remote,8,1,4291,66,User,macOS,Firefox,Mobile,Brute Force,Medium,0.4813027494879315,0,1,Blocked,Resolved,0.0
4478,2024-06-17 23:43:50,user_379,device_130,session_8327,188.158.35.39,171.144.144.152,25997,21,ICMP,Nigeria,Beijing,Password,Remote,6,1,6283,87,Admin,Linux,Chrome,Desktop,None,Low,0.6839149324294023,0,0,Allowed,Resolved,0.0
4479,2024-12-28 16:06:37,user_210,device_664,session_8563,201.159.85.227,191.154.17.4,30854,22,TCP,Canada,Beijing,Password,VPN,6,0,6539,189,User,macOS,Safari,Server,None,Low,0.646202776280058,0,0,Allowed,Resolved,0.0
4480,2024-03-25 17:54:53,user_207,device_691,session_5336,205.88.23.242,34.195.206.154,52540,80,TCP,Germany,Berlin,Password,Remote,7,0,4964,47,User,Android,Edge,Mobile,None,Low,0.3412845263441099,0,0,Allowed,Resolved,0.0
4481,2024-03-17 09:01:20,user_73,device_419,session_7826,196.83.198.97,196.225.49.4,39636,21,ICMP,Canada,New York,Password,Local,4,1,3375,28,User,macOS,Firefox,Mobile,None,Low,0.6272624868426137,0,0,Allowed,Resolved,0.0
4482,2024-04-18 19:33:15,user_379,device_711,session_2835,236.18.158.239,52.252.248.229,34631,3389,TCP,Nigeria,New York,MFA,VPN,4,1,3631,101,Admin,iOS,Chrome,Mobile,Phishing,Medium,0.8247744575754845,0,0,Blocked,Investigating,0.0
4483,2024-11-20 17:17:14,user_299,device_650,session_767,13.116.189.22,237.54.134.50,31380,22,UDP,China,Beijing,Password,Local,5,0,1960,70,Admin,Windows,Safari,Server,Insider,Critical,0.9454706115786808,0,1,Investigating,Investigating,315.4529524169665
4484,2024-05-04 10:46:10,user_419,device_18,session_6610,233.254.195.218,171.254.244.48,4814,443,TCP,Nigeria,Sao Paulo,MFA,Local,9,1,4285,69,Admin,iOS,Safari,Server,Brute Force,Medium,0.33675380691642465,0,1,Blocked,Resolved,0.0
4485,2024-10-20 19:55:31,user_202,device_496,session_7665,253.95.45.133,32.78.169.142,55431,21,UDP,Nigeria,Sao Paulo,MFA,Local,8,1,1233,37,Admin,Android,Edge,Mobile,DDoS,High,0.2002626872262251,0,1,Blocked,Investigating,0.0
4486,2024-09-07 17:52:14,user_152,device_874,session_6835,1.107.18.115,210.179.39.229,57325,22,ICMP,Germany,New York,Password,Local,9,0,286,143,User,Windows,Firefox,Mobile,Phishing,Medium,0.7488258100567381,0,0,Blocked,Resolved,0.0
4487,2024-01-15 13:01:11,user_51,device_894,session_3020,210.184.72.44,189.26.65.1,28795,443,ICMP,USA,Delhi,Password,Local,8,0,1668,33,User,Android,Edge,Desktop,Phishing,Medium,0.39930194311337097,0,0,Blocked,Resolved,0.0
4488,2024-10-13 17:50:25,user_491,device_382,session_3692,203.232.116.100,245.226.137.31,2716,3389,UDP,Nigeria,Berlin,MFA,Local,8,0,2735,154,User,Windows,Safari,Desktop,Phishing,Medium,0.05763563351861967,0,0,Blocked,Investigating,0.0
4489,2024-04-14 15:02:56,user_70,device_399,session_1191,159.73.124.32,237.64.166.170,11732,3389,ICMP,UK,Delhi,Password,VPN,9,0,6765,187,User,Windows,Safari,Mobile,Phishing,Medium,0.10598856537159562,0,0,Blocked,Investigating,0.0
4490,2024-01-10 09:58:24,user_125,device_78,session_7374,15.69.143.116,63.236.175.162,28252,80,ICMP,UK,Lagos,Password,Local,1,1,6132,160,User,iOS,Safari,Server,None,Low,0.6535376243765678,0,0,Allowed,Resolved,0.0
4491,2024-02-06 06:53:11,user_356,device_197,session_2367,235.234.251.105,59.200.251.130,54367,22,UDP,USA,Lagos,MFA,Local,1,1,455,136,User,macOS,Safari,Mobile,Phishing,Medium,0.8493717595842105,0,0,Blocked,Investigating,0.0
4492,2024-05-31 16:00:29,user_161,device_601,session_5294,110.248.249.164,200.94.208.40,15609,22,UDP,Brazil,Lagos,Password,Local,3,1,853,65,User,Android,Firefox,Desktop,None,Low,0.19082139778066176,0,0,Allowed,Resolved,0.0
4493,2024-09-04 21:15:04,user_274,device_72,session_8032,12.119.182.182,211.213.44.66,63284,21,ICMP,India,Abuja,MFA,Remote,9,1,747,55,User,Windows,Edge,Desktop,Phishing,Medium,0.3106117909120194,0,0,Blocked,Resolved,0.0
4494,2024-10-15 12:37:01,user_470,device_462,session_1486,112.185.73.66,229.5.146.171,50911,80,TCP,Germany,Delhi,Password,Remote,7,0,763,88,User,Android,Firefox,Mobile,None,Low,0.43620818409266915,0,0,Allowed,Resolved,0.0
4495,2024-11-24 04:00:22,user_162,device_613,session_7575,252.235.144.41,96.208.35.91,51394,21,ICMP,Canada,Lagos,Password,Local,8,0,3663,87,User,macOS,Chrome,Mobile,Insider,Critical,0.29789962586631613,0,1,Investigating,Investigating,262.93806352635124
4496,2024-10-31 01:57:55,user_222,device_699,session_6928,119.181.122.223,159.163.165.206,41208,80,TCP,UK,Beijing,MFA,Remote,8,0,3515,169,Admin,iOS,Chrome,Mobile,Brute Force,Medium,0.06777513119901957,0,1,Blocked,Resolved,0.0
4497,2024-06-07 15:46:34,user_18,device_953,session_1032,170.241.8.60,58.115.116.152,42539,22,ICMP,Germany,New York,Password,Remote,1,1,2482,33,User,Windows,Chrome,Mobile,None,Low,0.6449404115493426,0,0,Allowed,Resolved,0.0
4498,2024-04-13 19:35:52,user_128,device_935,session_1303,171.103.184.145,159.250.52.28,12422,80,UDP,Canada,Sao Paulo,MFA,Remote,7,1,5004,134,User,iOS,Chrome,Desktop,None,Low,0.7840087752062581,0,0,Allowed,Resolved,0.0
4499,2024-10-11 19:59:10,user_174,device_336,session_6000,115.45.192.44,9.92.68.232,2699,22,UDP,Nigeria,Delhi,MFA,Local,1,1,753,99,User,Linux,Safari,Mobile,None,Low,0.6502983074620858,0,0,Allowed,Resolved,0.0
4500,2024-09-28 13:46:52,user_333,device_694,session_5661,8.216.197.220,66.213.102.219,62151,21,UDP,USA,Beijing,MFA,Remote,9,0,3511,198,Admin,Android,Firefox,Server,Malware,High,0.5711426479217123,1,0,Quarantined,Resolved,250.0164484117045
4501,2024-08-19 14:02:09,user_22,device_709,session_2040,16.124.161.41,132.97.92.203,65470,3389,UDP,Nigeria,Beijing,MFA,Local,4,1,6825,183,User,macOS,Chrome,Mobile,None,Low,0.1060357189803548,0,0,Allowed,Resolved,0.0
4502,2024-01-31 04:33:12,user_174,device_781,session_6767,123.53.124.61,133.76.220.202,2432,22,ICMP,USA,Beijing,Password,VPN,1,1,2449,93,User,macOS,Chrome,Server,None,Low,0.11732779382314973,0,0,Allowed,Resolved,0.0
4503,2024-06-26 01:43:07,user_187,device_721,session_8795,221.63.11.87,196.81.75.8,58866,443,TCP,Germany,Abuja,Password,VPN,3,1,2111,32,User,Linux,Chrome,Mobile,None,Low,0.6654380221407402,0,0,Allowed,Resolved,0.0
4504,2024-09-02 12:07:23,user_249,device_319,session_7733,99.67.158.59,112.153.161.16,56880,22,ICMP,Brazil,Sao Paulo,Password,Remote,1,1,402,29,User,Windows,Safari,Desktop,Phishing,Medium,0.9743066670155713,0,0,Blocked,Resolved,0.0
4505,2024-08-26 13:35:17,user_280,device_872,session_8092,57.74.1.101,26.242.90.33,41084,80,UDP,Canada,Berlin,Password,Local,7,1,3920,178,User,macOS,Chrome,Mobile,None,Low,0.10620410709041228,0,0,Allowed,Resolved,0.0
4506,2024-04-10 00:10:01,user_120,device_101,session_4770,42.9.108.14,239.97.240.102,43396,22,ICMP,Germany,Abuja,OAuth,VPN,8,0,3621,115,User,Linux,Edge,Desktop,Brute Force,Medium,0.8405203627664335,0,1,Blocked,Investigating,0.0
4507,2024-02-22 17:58:45,user_90,device_65,session_1873,83.130.57.178,180.139.30.174,26326,443,ICMP,Germany,Beijing,Password,Local,5,1,7104,183,User,Android,Firefox,Desktop,None,Low,0.0427608209900836,0,0,Allowed,Resolved,0.0
4508,2024-11-05 05:25:50,user_36,device_74,session_4443,49.180.197.209,31.185.78.215,15467,3389,ICMP,UK,Beijing,Password,Remote,8,1,4411,160,User,macOS,Safari,Mobile,Malware,High,0.9709868096931572,1,0,Quarantined,Resolved,443.4688441107234
4509,2024-01-27 11:17:14,user_148,device_99,session_9662,191.19.134.203,45.70.210.239,59837,80,UDP,Brazil,Abuja,MFA,Local,6,0,621,20,Admin,Windows,Firefox,Mobile,None,Low,0.7594804187413732,0,0,Allowed,Resolved,0.0
4510,2024-05-05 09:42:01,user_201,device_335,session_9673,137.161.57.245,159.202.202.251,1318,3389,UDP,Brazil,Abuja,Password,Local,9,0,1080,105,User,Windows,Safari,Desktop,Malware,High,0.452359326997951,1,0,Quarantined,Resolved,496.132956000462
4511,2024-03-22 01:29:58,user_318,device_781,session_2351,148.13.183.155,106.209.159.90,22037,80,UDP,China,Delhi,MFA,VPN,1,1,3041,171,User,Windows,Safari,Mobile,None,Low,0.379701191914546,0,0,Allowed,Resolved,0.0
4512,2024-02-18 17:34:56,user_300,device_784,session_6280,193.85.62.2,76.206.86.56,27859,80,TCP,Germany,Beijing,MFA,Local,6,1,4634,13,Admin,Windows,Edge,Server,Insider,Critical,0.9477253622259726,0,1,Investigating,Investigating,279.42869290615687
4513,2024-10-29 21:04:08,user_205,device_509,session_3575,143.68.49.202,176.44.38.112,15627,21,UDP,China,London,Password,VPN,4,1,7190,69,Root,Linux,Edge,Server,None,Low,0.2049166121858571,0,0,Allowed,Resolved,0.0
4514,2024-01-13 08:25:27,user_166,device_282,session_5335,106.242.177.61,66.246.205.140,53988,21,ICMP,Germany,Beijing,Password,VPN,8,0,771,29,Admin,macOS,Safari,Mobile,Phishing,Medium,0.983586086782277,0,0,Blocked,Resolved,0.0
4515,2024-07-11 19:26:53,user_448,device_83,session_3129,77.123.184.179,183.101.39.52,15678,3389,ICMP,UK,Delhi,Password,Remote,4,1,5683,1,User,macOS,Safari,Desktop,None,Low,0.0021213848589437534,0,0,Allowed,Resolved,0.0
4516,2024-03-18 23:40:46,user_194,device_981,session_2149,71.66.204.129,131.1.35.16,46578,3389,ICMP,Brazil,London,Password,VPN,1,1,3828,141,User,Android,Edge,Server,None,Low,0.040456379851923074,0,0,Allowed,Resolved,0.0
4517,2024-08-31 12:36:28,user_288,device_494,session_4114,174.109.8.221,84.26.18.46,40828,443,ICMP,UK,Lagos,Password,VPN,8,1,6653,99,User,Android,Chrome,Desktop,Phishing,Medium,0.8455660274082577,0,0,Blocked,Resolved,0.0
4518,2024-11-24 12:42:58,user_281,device_520,session_7555,31.236.200.68,32.135.142.162,18628,21,TCP,India,Berlin,Password,Remote,2,1,839,64,User,Windows,Chrome,Server,None,Low,0.6148225112733205,0,0,Allowed,Resolved,0.0
4519,2024-01-26 11:34:58,user_346,device_140,session_508,22.202.201.228,98.213.97.74,42924,22,ICMP,Germany,Lagos,Password,Local,9,0,7055,109,User,Linux,Chrome,Server,Brute Force,Medium,0.9291962409609785,0,1,Blocked,Resolved,0.0
4520,2024-07-25 14:04:12,user_165,device_443,session_1905,140.165.96.12,56.101.167.204,57783,80,ICMP,India,London,Password,VPN,2,1,5201,81,User,Android,Chrome,Server,None,Low,0.44922458388963293,0,0,Allowed,Resolved,0.0
4521,2024-08-16 18:01:07,user_8,device_356,session_943,149.75.140.218,91.34.202.251,11001,80,ICMP,Brazil,Delhi,Password,VPN,9,1,3605,72,User,Android,Chrome,Server,Malware,High,0.28679091413975577,1,0,Quarantined,Investigating,478.03050710100433
4522,2024-09-01 11:56:56,user_397,device_243,session_9864,181.66.234.4,202.14.25.169,30157,443,UDP,Brazil,Berlin,Password,Remote,3,1,2898,177,User,Linux,Firefox,Server,None,Low,0.2916776091133607,0,0,Allowed,Resolved,0.0
4523,2024-10-11 22:22:02,user_244,device_221,session_8680,39.129.64.47,91.227.136.76,64637,21,ICMP,Brazil,Sao Paulo,Password,Local,2,1,4528,88,User,Linux,Safari,Desktop,Insider,Critical,0.8729105836361393,0,1,Investigating,Resolved,338.57181368998164
4524,2024-12-24 12:10:46,user_389,device_296,session_4867,10.190.168.117,93.173.83.89,58323,443,ICMP,India,Sao Paulo,Password,Remote,3,1,2207,118,User,Linux,Safari,Mobile,None,Low,0.14451250758755074,0,0,Allowed,Resolved,0.0
4525,2024-12-14 07:58:18,user_411,device_470,session_2709,159.189.128.226,198.13.168.15,46810,21,ICMP,UK,London,OAuth,Local,3,1,6483,8,User,Android,Edge,Server,None,Low,0.5440855925187231,0,0,Allowed,Resolved,0.0
4526,2024-02-28 19:10:22,user_13,device_803,session_7288,50.71.150.168,180.226.137.160,36322,22,TCP,China,Abuja,Password,Local,4,1,4527,1,User,Android,Safari,Server,Insider,Critical,0.9263556126621193,0,1,Investigating,Resolved,316.7957545052555
4527,2024-11-03 12:28:52,user_42,device_258,session_3516,140.142.47.54,222.35.47.124,42512,22,TCP,Germany,Beijing,Password,Remote,7,0,4443,157,Admin,Linux,Firefox,Server,None,Low,0.7657608402607209,0,0,Allowed,Resolved,0.0
4528,2024-11-19 16:27:06,user_147,device_955,session_7053,6.40.165.121,65.52.2.230,52264,80,UDP,India,Sao Paulo,MFA,Local,5,1,1913,76,User,Windows,Chrome,Desktop,None,Low,0.4406579432792175,0,0,Allowed,Resolved,0.0
4529,2024-08-09 23:08:04,user_145,device_673,session_9306,246.146.98.102,89.180.179.226,46715,443,TCP,UK,Lagos,Password,Local,7,1,2008,122,User,Linux,Firefox,Desktop,None,Low,0.2735187958749986,0,0,Allowed,Resolved,0.0
4530,2024-03-04 02:15:23,user_75,device_541,session_5189,165.84.12.80,85.165.186.55,51569,3389,UDP,Brazil,London,Password,Remote,3,1,5336,125,User,iOS,Safari,Mobile,None,Low,0.4561482964011747,0,0,Allowed,Resolved,0.0
4531,2024-05-26 09:53:16,user_271,device_514,session_241,161.192.31.65,207.182.103.117,7310,21,ICMP,Germany,New York,Password,Remote,6,1,4554,39,User,macOS,Edge,Desktop,None,Low,0.7303637757190734,0,0,Allowed,Resolved,0.0
4532,2024-10-23 19:40:15,user_281,device_850,session_4179,112.222.35.115,174.192.54.27,44497,3389,TCP,UK,Berlin,MFA,Local,7,1,1406,173,User,macOS,Firefox,Mobile,None,Low,0.6683750604142475,0,0,Allowed,Resolved,0.0
4533,2024-10-14 00:59:39,user_15,device_504,session_4893,26.22.132.33,185.69.28.127,18928,22,UDP,Canada,Berlin,Password,Local,9,0,3027,146,User,iOS,Edge,Desktop,Malware,High,0.4590389980673918,1,0,Quarantined,Investigating,395.79781020253233
4534,2024-06-18 10:48:37,user_213,device_163,session_6019,85.212.114.171,34.3.173.45,53351,3389,TCP,Brazil,Lagos,OAuth,Local,1,1,37,41,User,macOS,Firefox,Mobile,None,Low,0.6861014693993264,0,0,Allowed,Resolved,0.0
4535,2024-11-24 01:55:15,user_431,device_103,session_5854,171.117.97.95,60.156.217.248,36089,80,ICMP,Nigeria,Abuja,OAuth,Local,1,1,2983,115,Admin,macOS,Safari,Mobile,DDoS,High,0.8508821182365937,0,1,Blocked,Resolved,0.0
4536,2024-09-28 12:27:32,user_296,device_95,session_5349,151.108.250.206,22.222.240.200,5099,3389,UDP,China,Sao Paulo,Password,Local,7,1,1846,153,User,macOS,Firefox,Server,None,Low,0.04664967839517997,0,0,Allowed,Resolved,0.0
4537,2024-01-27 14:25:38,user_161,device_807,session_5630,215.62.171.192,101.119.42.52,13661,80,ICMP,USA,Delhi,MFA,Local,4,1,4268,15,Root,Windows,Safari,Mobile,None,Low,0.7315853329429123,0,0,Allowed,Resolved,0.0
4538,2024-02-14 17:37:56,user_268,device_523,session_3738,121.112.89.173,209.182.105.251,6720,443,ICMP,USA,New York,MFA,Local,8,0,953,28,User,Windows,Safari,Server,Malware,High,0.59837915371755,1,0,Quarantined,Resolved,299.5492238698452
4539,2024-10-13 07:45:40,user_21,device_346,session_2678,235.69.97.42,63.2.87.128,22706,22,TCP,USA,New York,Password,Remote,5,1,2606,110,User,Windows,Firefox,Mobile,None,Low,0.4877760150212421,0,0,Allowed,Resolved,0.0
4540,2024-10-13 06:27:43,user_469,device_943,session_1650,130.122.89.166,187.176.78.141,44203,22,ICMP,USA,Abuja,Password,Remote,7,1,5319,23,User,Linux,Chrome,Server,Malware,High,0.8792668560505462,1,0,Quarantined,Investigating,105.16327943968234
4541,2024-04-30 18:32:58,user_434,device_539,session_8907,143.94.210.44,216.96.214.197,62788,80,ICMP,UK,Sao Paulo,OAuth,Remote,6,1,3943,114,User,iOS,Edge,Mobile,None,Low,0.33592581263465726,0,0,Allowed,Resolved,0.0
4542,2024-03-18 21:48:50,user_454,device_606,session_6851,130.57.59.158,189.92.245.177,18096,80,ICMP,Canada,Lagos,Password,Local,9,0,2040,124,User,macOS,Safari,Desktop,Insider,Critical,0.2640077337242288,0,1,Investigating,Resolved,46.88772539468211
4543,2024-01-19 01:58:04,user_482,device_270,session_6254,60.157.57.246,121.61.213.188,46192,443,ICMP,USA,London,Password,VPN,7,1,2513,57,User,Android,Chrome,Mobile,None,Low,0.6553414916737851,0,0,Allowed,Resolved,0.0
4544,2024-11-08 04:23:04,user_182,device_789,session_6495,146.208.206.97,46.7.166.20,59267,22,UDP,UK,Lagos,Password,Local,7,1,1792,56,User,Android,Safari,Server,Brute Force,Medium,0.9608115213010221,0,1,Blocked,Resolved,0.0
4545,2024-09-29 06:11:39,user_334,device_426,session_4800,124.154.233.128,236.11.144.164,63772,22,TCP,Germany,London,Password,Remote,8,0,6994,107,User,Windows,Safari,Server,Brute Force,Medium,0.6970135444852387,0,1,Blocked,Resolved,0.0
4546,2024-07-13 14:36:03,user_306,device_234,session_1031,96.115.6.211,52.146.12.235,1646,3389,UDP,UK,Lagos,MFA,VPN,6,1,2331,66,User,Linux,Chrome,Mobile,None,Low,0.2994613900355174,0,0,Allowed,Resolved,0.0
4547,2024-05-11 20:39:52,user_152,device_981,session_5927,60.226.26.42,39.69.70.96,39208,443,UDP,China,Abuja,MFA,Remote,2,1,55,114,User,macOS,Edge,Server,DDoS,High,0.8338824137537006,0,1,Blocked,Resolved,0.0
4548,2024-05-31 23:55:11,user_429,device_452,session_8726,113.33.13.72,102.174.201.186,40043,21,TCP,UK,Beijing,OAuth,VPN,7,1,1642,117,User,Linux,Chrome,Desktop,None,Low,0.6451106120936877,0,0,Allowed,Resolved,0.0
4549,2024-05-31 09:02:15,user_397,device_93,session_9435,7.141.135.99,198.22.59.142,33300,443,TCP,USA,Beijing,MFA,Local,4,1,4793,139,User,Android,Safari,Server,None,Low,0.7920033894953968,0,0,Allowed,Resolved,0.0
4550,2024-02-19 04:34:56,user_256,device_184,session_4509,133.119.35.125,141.115.173.73,15774,22,UDP,Germany,Berlin,MFA,Remote,2,1,4272,43,User,macOS,Edge,Desktop,Phishing,Medium,0.978547375407578,0,0,Blocked,Investigating,0.0
4551,2024-09-26 06:45:34,user_236,device_539,session_1197,245.6.39.16,51.29.225.82,61283,80,TCP,Brazil,Sao Paulo,Password,Local,2,1,667,199,Admin,Android,Firefox,Desktop,None,Low,0.72126133659507,0,0,Allowed,Resolved,0.0
4552,2024-01-20 04:34:15,user_347,device_737,session_2426,94.148.134.129,9.55.32.97,19985,3389,ICMP,India,Abuja,Password,Remote,6,0,6818,28,User,Android,Safari,Mobile,None,Low,0.6836807890729807,0,0,Allowed,Resolved,0.0
4553,2024-12-30 23:29:19,user_71,device_529,session_3511,99.64.159.187,71.51.67.18,24180,22,TCP,Canada,New York,OAuth,VPN,4,1,3783,67,User,Android,Safari,Server,None,Low,0.45398489765275263,0,0,Allowed,Resolved,0.0
4554,2024-01-10 07:11:37,user_257,device_184,session_8331,237.169.36.123,31.63.88.191,6651,80,UDP,Brazil,New York,MFA,Remote,8,0,4081,107,User,macOS,Chrome,Server,Insider,Critical,0.4898463981571015,0,1,Investigating,Resolved,220.22110899718012
4555,2024-11-19 23:55:32,user_357,device_270,session_7287,44.18.177.209,81.186.253.70,63764,80,UDP,China,Lagos,MFA,Remote,7,1,6470,68,Root,Android,Safari,Mobile,None,Low,0.4249436875894387,0,0,Allowed,Resolved,0.0
4556,2024-03-22 02:22:27,user_254,device_234,session_2156,40.64.216.87,90.252.197.34,63732,21,UDP,Canada,Sao Paulo,Password,Remote,5,1,4606,143,User,iOS,Chrome,Mobile,None,Low,0.2529581847590189,0,0,Allowed,Resolved,0.0
4557,2024-08-23 13:49:32,user_165,device_588,session_7541,227.32.2.97,146.111.250.144,45912,443,TCP,Canada,Delhi,MFA,VPN,5,0,548,130,Root,macOS,Chrome,Server,None,Low,0.5877666644356623,0,0,Allowed,Resolved,0.0
